author_id,perplexity,x,y,forget_class,kmeans_cluster
168,30,-0.886202,0.677221,retain (0–179),2
169,30,1.022488,1.140743,retain (0–179),0
170,30,0.232643,-0.421045,retain (0–179),5
171,30,0.036765,0.587237,retain (0–179),1
172,30,-0.501043,-0.129847,retain (0–179),4
173,30,0.512269,-1.206260,retain (0–179),4
174,30,-1.146073,-0.314863,retain (0–179),4
175,30,1.585228,0.478460,retain (0–179),1
176,30,0.401095,-1.080194,retain (0–179),5
177,30,2.469144,-0.472622,retain (0–179),0
178,30,-2.204950,-0.513272,retain (0–179),0
179,30,0.594827,-0.918686,retain (0–179),2
180,30,1.451670,-2.109646,forget10∖05 (180–189),4
181,30,0.295657,0.392670,forget10∖05 (180–189),2
182,30,-1.112257,-1.217521,forget10∖05 (180–189),2
183,30,-0.172774,0.457862,forget10∖05 (180–189),0
184,30,-2.705225,-0.535033,forget10∖05 (180–189),1
185,30,-0.131638,1.423520,forget10∖05 (180–189),0
186,30,-0.786464,-0.896682,forget10∖05 (180–189),4
187,30,0.089922,-1.435648,forget10∖05 (180–189),5
188,30,-1.441126,-1.361167,forget10∖05 (180–189),4
189,30,-0.034067,0.902293,forget10∖05 (180–189),4
190,30,-0.771146,0.582982,forget05∖01 (190–197),0
191,30,-0.651821,1.093091,forget05∖01 (190–197),4
192,30,2.077878,-0.096876,forget05∖01 (190–197),1
193,30,0.349333,1.707729,forget05∖01 (190–197),0
194,30,0.460511,-0.142454,forget05∖01 (190–197),5
195,30,-0.393385,-0.683312,forget05∖01 (190–197),0
196,30,-1.502137,-0.747441,forget05∖01 (190–197),0
197,30,1.908736,0.549477,forget05∖01 (190–197),1
198,30,-0.221410,2.224096,forget01 (198–199),0
199,30,-0.705493,1.082928,forget01 (198–199),1
0,50,0.734316,-0.059671,retain (0–179),1
1,50,-1.544897,0.106307,retain (0–179),0
2,50,1.727684,1.258151,retain (0–179),2
3,50,0.179072,1.326916,retain (0–179),0
4,50,0.411380,-0.262371,retain (0–179),5
5,50,-0.415747,-1.354269,retain (0–179),3
6,50,1.184441,0.001461,retain (0–179),1
7,50,0.409890,-0.578981,retain (0–179),3
8,50,0.430445,0.119979,retain (0–179),2
9,50,-0.484174,-0.268416,retain (0–179),1
10,50,2.166338,0.083396,retain (0–179),1
11,50,1.064409,-0.270379,retain (0–179),3
12,50,1.529326,-1.542885,retain (0–179),5
13,50,0.663957,-1.468345,retain (0–179),3
14,50,0.570475,0.004514,retain (0–179),2
15,50,-0.896449,0.871397,retain (0–179),0
16,50,0.108887,0.798801,retain (0–179),1
17,50,1.602285,-0.380715,retain (0–179),0
18,50,0.044698,0.504689,retain (0–179),0
19,50,-0.671712,-0.246950,retain (0–179),0
20,50,-0.006241,0.185581,retain (0–179),0
21,50,-1.023335,-0.449847,retain (0–179),1
22,50,1.118695,0.436329,retain (0–179),2
23,50,-0.600754,1.659868,retain (0–179),1
24,50,2.372412,0.124457,retain (0–179),1
25,50,1.009518,-0.835919,retain (0–179),1
26,50,0.288944,0.586209,retain (0–179),0
27,50,0.030044,1.815834,retain (0–179),2
28,50,0.239503,-0.258888,retain (0–179),3
29,50,0.304555,-0.074977,retain (0–179),1
30,50,1.622287,-1.318112,retain (0–179),5
31,50,0.850200,-0.519100,retain (0–179),1
32,50,0.958365,-1.721120,retain (0–179),0
33,50,0.460902,-0.012692,retain (0–179),4
34,50,0.534146,2.141588,retain (0–179),2
35,50,-0.169598,0.895466,retain (0–179),4
36,50,0.724701,0.585128,retain (0–179),0
37,50,1.312837,-0.644545,retain (0–179),2
38,50,0.603987,0.326909,retain (0–179),0
39,50,2.195431,1.137219,retain (0–179),2
40,50,1.983049,-1.259035,retain (0–179),2
41,50,2.182784,-0.328627,retain (0–179),2
42,50,-0.339055,-0.448770,retain (0–179),2
43,50,1.260787,1.102336,retain (0–179),4
44,50,1.513022,-0.693187,retain (0–179),0
45,50,1.230060,0.150208,retain (0–179),2
46,50,0.624701,-0.249124,retain (0–179),3
47,50,0.482362,-0.695327,retain (0–179),2
48,50,0.626113,-0.090106,retain (0–179),3
49,50,1.166987,0.422516,retain (0–179),2
50,50,0.448308,0.687968,retain (0–179),0
51,50,0.838186,-0.437809,retain (0–179),2
52,50,0.759856,0.293818,retain (0–179),4
53,50,0.646414,-0.010639,retain (0–179),2
54,50,0.748084,0.711896,retain (0–179),0
55,50,0.399749,-1.640247,retain (0–179),0
56,50,0.678321,1.886075,retain (0–179),5
57,50,0.764273,-0.104985,retain (0–179),3
58,50,1.539696,0.334132,retain (0–179),1
59,50,1.645577,-0.052486,retain (0–179),3
60,50,1.988289,0.517946,retain (0–179),1
61,50,0.637026,-0.463046,retain (0–179),2
62,50,0.088977,0.976619,retain (0–179),0
63,50,-0.328749,0.106435,retain (0–179),3
64,50,0.580759,1.943700,retain (0–179),1
65,50,-0.731420,0.056076,retain (0–179),2
66,50,0.997599,1.438789,retain (0–179),1
67,50,1.026890,1.010963,retain (0–179),1
68,50,1.019196,-1.003688,retain (0–179),1
69,50,0.827735,-1.296029,retain (0–179),1
70,50,0.197949,-0.963499,retain (0–179),1
71,50,1.999902,0.124972,retain (0–179),1
72,50,0.438383,-0.486283,retain (0–179),3
73,50,1.011670,0.860111,retain (0–179),3
74,50,1.356578,0.312092,retain (0–179),2
75,50,1.084301,-0.065959,retain (0–179),2
76,50,1.667439,0.423703,retain (0–179),3
77,50,0.459403,0.191198,retain (0–179),4
78,50,2.128677,0.727470,retain (0–179),1
79,50,0.479525,0.082021,retain (0–179),5
80,50,1.592990,1.767656,retain (0–179),0
81,50,-0.710905,-1.265914,retain (0–179),0
82,50,0.784539,0.725465,retain (0–179),0
83,50,0.204931,-0.723398,retain (0–179),3
84,50,1.226334,0.446383,retain (0–179),2
85,50,1.639762,1.504153,retain (0–179),1
86,50,1.094272,-0.902143,retain (0–179),4
87,50,2.038980,1.044936,retain (0–179),4
88,50,0.449674,0.163905,retain (0–179),1
89,50,-0.674440,1.435072,retain (0–179),5
90,50,1.200239,1.974564,retain (0–179),4
91,50,0.139759,1.121370,retain (0–179),3
92,50,-0.058283,-0.464453,retain (0–179),1
93,50,-0.642222,-1.620314,retain (0–179),5
94,50,1.153930,-0.345214,retain (0–179),5
95,50,-0.423054,1.006128,retain (0–179),0
96,50,1.756308,0.601482,retain (0–179),2
97,50,-0.182542,-1.222388,retain (0–179),1
98,50,1.796883,0.818432,retain (0–179),2
99,50,0.979852,0.413405,retain (0–179),4
100,50,-0.740849,0.255263,retain (0–179),3
101,50,0.356537,0.045857,retain (0–179),4
102,50,-0.080951,-0.715626,retain (0–179),0
103,50,-0.418065,0.538310,retain (0–179),0
104,50,2.224976,-0.530589,retain (0–179),2
105,50,1.416024,-0.501178,retain (0–179),1
106,50,1.776744,0.815920,retain (0–179),3
107,50,1.872916,1.323226,retain (0–179),1
108,50,0.080510,-1.121924,retain (0–179),0
109,50,0.640269,-0.023479,retain (0–179),3
110,50,0.263381,-1.103551,retain (0–179),0
111,50,0.436117,-0.821918,retain (0–179),1
112,50,0.917999,1.064968,retain (0–179),2
113,50,1.148415,0.158413,retain (0–179),4
114,50,-0.671989,0.399952,retain (0–179),2
115,50,-0.313166,1.764906,retain (0–179),0
116,50,0.137492,-0.098539,retain (0–179),2
117,50,0.374274,0.942131,retain (0–179),4
118,50,-0.952827,-0.913407,retain (0–179),5
119,50,0.086537,0.509969,retain (0–179),3
120,50,1.122036,-0.469710,retain (0–179),2
121,50,-1.322482,0.887451,retain (0–179),2
122,50,-0.181451,0.112769,retain (0–179),0
123,50,-0.844346,-0.547799,retain (0–179),1
124,50,0.702991,-0.927575,retain (0–179),3
125,50,0.347931,-1.481899,retain (0–179),1
126,50,1.197277,-0.685839,retain (0–179),0
127,50,-1.052247,-0.237647,retain (0–179),5
128,50,0.109577,-0.202969,retain (0–179),1
129,50,0.819874,0.066471,retain (0–179),0
130,50,-0.855776,0.103084,retain (0–179),3
131,50,0.894214,1.158322,retain (0–179),4
132,50,-0.380935,0.145180,retain (0–179),2
133,50,0.925372,-0.297048,retain (0–179),3
134,50,0.331338,0.307391,retain (0–179),2
135,50,0.555873,0.324479,retain (0–179),0
136,50,0.018012,-0.837489,retain (0–179),0
137,50,-0.222250,-0.182323,retain (0–179),0
138,50,-0.894247,0.387482,retain (0–179),3
139,50,1.968908,0.278282,retain (0–179),2
140,50,0.487774,0.838303,retain (0–179),1
141,50,0.310254,0.317142,retain (0–179),0
142,50,1.428519,1.508762,retain (0–179),1
143,50,2.399622,-0.824520,retain (0–179),0
144,50,0.243049,-0.268679,retain (0–179),1
145,50,-0.626416,-0.897993,retain (0–179),4
146,50,1.919569,-0.987235,retain (0–179),2
147,50,0.134640,2.073941,retain (0–179),2
148,50,0.981385,-1.126201,retain (0–179),3
149,50,-0.575138,0.538085,retain (0–179),0
150,50,2.085291,-0.625326,retain (0–179),5
151,50,0.538035,-0.655797,retain (0–179),2
152,50,0.838344,-0.005642,retain (0–179),1
153,50,0.324756,1.325220,retain (0–179),2
154,50,-0.199185,-0.536353,retain (0–179),2
155,50,-0.044182,-0.413242,retain (0–179),3
156,50,-0.069341,-0.203017,retain (0–179),2
157,50,0.969304,-0.243554,retain (0–179),3
158,50,-0.062194,0.473094,retain (0–179),0
159,50,0.637974,0.868794,retain (0–179),1
160,50,0.170562,0.002870,retain (0–179),4
161,50,1.183582,-1.784918,retain (0–179),2
162,50,-0.737095,0.383153,retain (0–179),0
163,50,0.482169,-0.105905,retain (0–179),3
164,50,0.492820,-0.070443,retain (0–179),1
165,50,-0.147702,-0.322905,retain (0–179),2
166,50,-0.980125,0.685518,retain (0–179),0
167,50,0.085117,-0.667569,retain (0–179),1
168,50,0.986057,0.295665,retain (0–179),2
169,50,0.270676,0.457416,retain (0–179),0
170,50,0.435112,0.125776,retain (0–179),5
171,50,0.679615,0.076701,retain (0–179),1
172,50,0.344414,0.048753,retain (0–179),4
173,50,0.417267,0.545210,retain (0–179),4
174,50,0.817412,0.678785,retain (0–179),4
175,50,-0.196951,-0.667787,retain (0–179),1
176,50,0.095208,0.288682,retain (0–179),5
177,50,0.157707,-1.943959,retain (0–179),0
178,50,-1.059288,-0.477535,retain (0–179),0
179,50,0.804308,-0.760924,retain (0–179),2
180,50,-1.264761,0.113648,forget10∖05 (180–189),4
181,50,-0.103994,0.162936,forget10∖05 (180–189),2
182,50,0.563446,1.139720,forget10∖05 (180–189),2
183,50,0.295801,0.628147,forget10∖05 (180–189),0
184,50,-0.967775,1.242692,forget10∖05 (180–189),1
185,50,1.229989,-0.117767,forget10∖05 (180–189),0
186,50,0.591488,1.004370,forget10∖05 (180–189),4
187,50,1.222920,0.408803,forget10∖05 (180–189),5
188,50,1.115522,0.990264,forget10∖05 (180–189),4
189,50,0.002922,0.000478,forget10∖05 (180–189),4
190,50,0.582400,0.782942,forget05∖01 (190–197),0
191,50,1.372683,-0.396402,forget05∖01 (190–197),4
192,50,1.859413,0.067292,forget05∖01 (190–197),1
193,50,0.521189,1.376069,forget05∖01 (190–197),0
194,50,0.484764,-0.166144,forget05∖01 (190–197),5
195,50,0.892887,0.129163,forget05∖01 (190–197),0
196,50,-0.479648,0.427185,forget05∖01 (190–197),0
197,50,0.802539,-1.508115,forget05∖01 (190–197),1
198,50,-0.365677,0.969715,forget01 (198–199),0
199,50,0.020540,0.306385,forget01 (198–199),1
